id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,neg|lfc,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc
HSCB,4,0.00044672,1.92E-05,0.001528,236,4,-0.27064,0.99955,0.99998,1,19012,0,-0.27064
MVD,4,0.00045314,1.92E-05,0.001528,237,2,-0.23393,0.94346,0.98502,1,17681,0,-0.23393
GTPBP4,4,0.00045864,1.97E-05,0.00155,238,3,-0.37938,0.99629,0.99964,1,18853,0,-0.37938
GCLC,4,0.00046554,2.17E-05,0.001697,239,3,-0.31585,0.92341,0.97792,1,17280,0,-0.31585
RPS11,4,0.00047002,2.17E-05,0.001697,240,4,-0.34372,0.99953,0.99998,1,19011,0,-0.34372
GMPS,4,0.00047214,2.22E-05,0.001723,241,3,-0.54173,0.9923,0.99898,1,18717,0,-0.54173
PGAM1,4,0.00047638,2.22E-05,0.001723,242,3,-0.22734,0.51749,0.67141,1,9757,1,-0.22734
RPS19BP1,4,0.00049172,2.43E-05,0.001874,243,3,-0.3309,0.92639,0.97907,1,17340,0,-0.3309
SNRNP40,4,0.00049492,2.48E-05,0.001906,244,4,-0.33308,0.99951,0.99998,1,19010,0,-0.33308
CPT1B,4,0.00050763,2.53E-05,0.001937,245,3,-0.32369,0.87707,0.9571,1,16340,0,-0.32369
EIF2S3,2,0.00051654,1.28E-06,0.000146,246,2,-0.64433,0.99948,1,1,19009,0,-0.64433
SDHB,4,0.000528,2.58E-05,0.001961,247,3,-0.40492,0.67759,0.81881,1,12552,0,-0.40492
EXOSC9,4,0.00052839,2.58E-05,0.001961,248,3,-0.45827,0.83191,0.92701,1,15483,0,-0.45827
SRP14,3,0.00052896,1.66E-05,0.001375,249,2,-0.56922,0.9618,0.98989,1,18033,0,-0.56922
PSMG4,4,0.00053686,2.84E-05,0.002138,250,4,-0.26807,0.99946,0.99998,1,19008,0,-0.26807
ZCRB1,4,0.000551,2.89E-05,0.00216,251,3,-0.33293,0.99619,0.99964,1,18847,0,-0.33293
EIF3J,4,0.00055996,2.89E-05,0.00216,252,3,-0.41155,0.97734,0.99563,1,18371,0,-0.41155
POLR3B,4,0.00056699,3.09E-05,0.002255,253,3,-0.31524,0.26747,0.48377,1,6428,1,-0.31524
PRPF8,2,0.00056713,1.28E-06,0.000146,254,2,-0.80358,0.99943,1,1,19007,0,-0.80358
CTPS1,4,0.00057408,3.09E-05,0.002255,255,3,-0.30625,0.94951,0.98665,1,17789,0,-0.30625
RPS5,4,0.00058113,3.09E-05,0.002255,256,2,-0.34107,0.052143,0.18359,1,2071,1,-0.34107
CUL1,4,0.00059109,3.09E-05,0.002255,257,4,-0.18226,0.99941,0.99998,1,19005,0,-0.18226
PSMG2,4,0.00059315,3.14E-05,0.002255,258,3,-0.40834,0.96856,0.99341,1,18175,0,-0.40834
C21orf59,4,0.00059804,3.14E-05,0.002255,259,4,-0.32541,0.99915,0.99997,1,18985,0,-0.32541
EEF1G,4,0.0006058,3.14E-05,0.002255,260,3,-0.32859,0.68225,0.81994,1,12644,0,-0.32859
TXN,4,0.00061087,3.14E-05,0.002255,261,3,-0.40262,0.98238,0.9966,1,18479,0,-0.40262
LOC101060389,4,0.00061613,3.14E-05,0.002255,262,4,-0.40026,0.99905,0.99995,1,18980,0,-0.40026
VPS35,4,0.00062009,3.14E-05,0.002255,263,4,-0.37188,0.99918,0.99997,1,18988,0,-0.37188
ASH2L,4,0.00062578,3.76E-05,0.002685,264,4,-0.15563,0.99937,0.99998,1,19001,0,-0.15563
SMG1,4,0.00065969,3.86E-05,0.002708,265,3,-0.40977,0.99612,0.99964,1,18845,0,-0.40977
EIF3CL,4,0.00066316,3.86E-05,0.002708,266,3,-0.43105,0.97886,0.99607,1,18405,0,-0.43105
RPS25,4,0.00066337,3.86E-05,0.002708,267,3,-0.45596,0.81592,0.91812,1,15177,0,-0.45596
EIF3M,4,0.00066969,3.86E-05,0.002708,268,2,-0.14235,0.14887,0.36656,1,4485,2,-0.14235
FAM96B,4,0.00067625,3.86E-05,0.002708,269,3,-0.62904,0.61522,0.74716,1,11426,1,-0.62904
NUP188,4,0.00067682,3.91E-05,0.002715,270,3,-0.29556,0.97629,0.99556,1,18344,0,-0.29556
GTF3C1,4,0.00068947,3.91E-05,0.002715,271,3,-0.2659,0.81901,0.92113,1,15235,0,-0.2659
HLX,4,0.00069815,3.91E-05,0.002715,272,4,-0.26215,0.9993,0.99998,1,19000,0,-0.26215
DHX15,4,0.00070954,4.01E-05,0.002766,273,3,-0.38777,0.99438,0.99934,1,18783,0,-0.38777
LAS1L,4,0.00070955,4.01E-05,0.002766,274,3,-0.3497,0.72488,0.85611,1,13455,0,-0.3497
RPL8,2,0.00071056,1.05E-05,0.00099,275,2,-0.69927,0.99929,0.99999,1,18999,0,-0.69927
RRP36,3,0.00071289,1.92E-05,0.001528,276,3,-0.55216,0.99929,0.99998,1,18998,0,-0.55216
CLNS1A,4,0.00071777,4.06E-05,0.002772,277,3,-0.29407,0.75284,0.87732,1,13967,0,-0.29407
SNX3,4,0.00071798,4.06E-05,0.002772,278,3,-0.2255,0.99808,0.99988,1,18930,0,-0.2255
NUS1,3,0.00072266,1.92E-05,0.001528,279,3,-0.2733,0.99928,0.99998,1,18996,0,-0.2733
MED11,3,0.00072644,1.97E-05,0.00155,280,2,-0.56932,0.72405,0.8519,1,13440,0,-0.56932
COG3,4,0.00072648,4.06E-05,0.002772,281,2,-0.34443,0.99631,0.99964,1,18855,0,-0.34443
HSP90B1,3,0.00073007,1.97E-05,0.00155,282,2,-0.39185,0.97596,0.99464,1,18335,0,-0.39185
IMP4,4,0.0007316,4.12E-05,0.002773,283,3,-0.37165,0.8488,0.93913,1,15819,0,-0.37165
MMS19,4,0.00073845,4.12E-05,0.002773,284,2,-0.28232,0.98237,0.9966,1,18478,0,-0.28232
RPL9,4,0.00074534,4.12E-05,0.002773,285,3,-0.6097,0.71896,0.8503,1,13342,0,-0.6097
BOP1,4,0.00074827,4.17E-05,0.002773,286,3,-0.37604,0.83828,0.93195,1,15608,0,-0.37604
XRCC5,4,0.00075572,4.17E-05,0.002773,287,3,-0.32851,0.88101,0.9597,1,16410,0,-0.32851
NPIPB9,4,0.00075678,4.17E-05,0.002773,288,3,-0.44208,0.99626,0.99964,1,18852,0,-0.44208
SART3,4,0.00075684,4.17E-05,0.002773,289,4,-0.2486,0.99924,0.99997,1,18994,0,-0.2486
TOMM22,4,0.0007662,4.22E-05,0.002788,290,4,-0.25586,0.99923,0.99997,1,18993,0,-0.25586
ISG20L2,3,0.00077688,3.14E-05,0.002255,291,2,-0.50991,0.90596,0.96736,1,16920,0,-0.50991
NAA25,4,0.00077847,4.53E-05,0.00297,292,3,-0.3482,0.89007,0.96353,1,16604,0,-0.3482
RBBP7,4,0.00078013,4.58E-05,0.002994,293,3,-0.23151,0.93783,0.9824,1,17563,0,-0.23151
ANAPC1,4,0.00079405,4.73E-05,0.003073,294,3,-0.38484,0.99488,0.9994,1,18802,0,-0.38484
SEC62,4,0.00079798,4.73E-05,0.003073,295,3,-0.36285,0.80897,0.9156,1,15033,0,-0.36285
USP36,4,0.00080155,4.78E-05,0.003076,296,3,-0.43624,0.97186,0.99496,1,18242,0,-0.43624
PSMC6,4,0.00080394,4.78E-05,0.003076,297,3,-0.41783,0.76729,0.88553,1,14257,0,-0.41783
MON2,4,0.00080629,4.78E-05,0.003076,298,4,-0.16069,0.99919,0.99997,1,18989,0,-0.16069
ZAP70,4,0.00081169,4.83E-05,0.003098,299,2,-0.23389,0.90038,0.96773,1,16810,0,-0.23389
RPS28,4,0.00082876,5.04E-05,0.003208,300,3,-0.33963,0.99209,0.99894,1,18710,0,-0.33963
DLST,4,0.00083357,5.09E-05,0.00323,301,3,-0.28911,0.4781,0.64723,1,9171,1,-0.28911
ROMO1,3,0.00084587,4.22E-05,0.002788,302,2,-0.53261,0.45894,0.59801,1,8889,1,-0.53261
ZNF622,4,0.00086008,5.45E-05,0.003412,303,3,-0.23211,0.12663,0.3278,1,3929,1,-0.23211
TMED2,4,0.0008672,5.45E-05,0.003412,304,2,-0.23116,0.77824,0.8949,1,14437,0,-0.23116
B4GALNT1,4,0.00087186,5.45E-05,0.003412,305,4,-0.25001,0.99913,0.99997,1,18984,0,-0.25001
TTI2,4,0.00090097,5.85E-05,0.003657,306,3,-0.49595,0.82198,0.92232,1,15277,0,-0.49595
CRCP,4,0.00090509,5.91E-05,0.003677,307,3,-0.30715,0.96917,0.9936,1,18184,0,-0.30715
EIF3E,4,0.00091379,6.21E-05,0.003856,308,4,-0.23188,0.99909,0.99996,1,18983,0,-0.23188
SPATA5,4,0.000916,6.47E-05,0.004002,309,4,-0.21258,0.99908,0.99996,1,18982,0,-0.21258
SNAPC4,4,0.00094107,7.59E-05,0.004668,310,4,-0.29272,0.99906,0.99995,1,18981,0,-0.29272
EIF2S2,4,0.00094173,7.59E-05,0.004668,311,3,-0.33366,0.92691,0.97928,1,17349,0,-0.33366
TPT1,4,0.00095125,7.70E-05,0.004716,312,4,-0.22589,0.99905,0.99995,1,18979,0,-0.22589
VPS16,4,0.00097576,7.90E-05,0.004795,313,3,-0.34254,0.99428,0.99933,1,18775,0,-0.34254
RSL1D1,4,0.00097762,7.90E-05,0.004795,314,4,-0.16627,0.99902,0.99995,1,18978,0,-0.16627
ACOX1,4,0.00097813,7.90E-05,0.004795,315,3,-0.25998,0.93732,0.98218,1,17546,0,-0.25998
ILF3,4,0.00099367,8.31E-05,0.004997,316,3,-0.28161,0.95406,0.98816,1,17876,0,-0.28161
POT1,4,0.0009957,8.31E-05,0.004997,317,4,-0.2086,0.999,0.99995,1,18977,0,-0.2086
SRP9,4,0.00099613,8.31E-05,0.004997,318,2,-0.31096,0.3746,0.55424,1,7724,1,-0.31096
PMF1,3,0.0010009,4.27E-05,0.002812,319,3,-0.30387,0.999,0.99996,1,18976,0,-0.30387
SPTSSA,4,0.0010061,8.82E-05,0.005173,320,2,-0.28229,0.4082,0.58871,1,8153,1,-0.28229
DCAF13,4,0.0010338,8.82E-05,0.005173,321,3,-0.31112,0.87472,0.95511,1,16293,0,-0.31112
TOMM40,4,0.001042,8.87E-05,0.005173,322,4,-0.22717,0.99896,0.99995,1,18973,0,-0.22717
COG8,4,0.0010518,8.87E-05,0.005173,323,4,-0.35045,0.99895,0.99995,1,18972,0,-0.35045
DDX27,4,0.0010567,8.87E-05,0.005173,324,3,-0.38684,0.9775,0.9957,1,18378,0,-0.38684
CTU1,4,0.0010606,8.87E-05,0.005173,325,3,-0.37787,0.20875,0.44927,1,5815,1,-0.37787
PMPCB,4,0.0010725,8.87E-05,0.005173,326,3,-0.21612,0.96729,0.99293,1,18145,0,-0.21612
WDR36,4,0.0010734,8.87E-05,0.005173,327,1,-0.068437,0.97011,0.99423,1,18202,0,-0.068437
MED9,4,0.0010874,9.64E-05,0.005484,328,4,-0.18263,0.99891,0.99995,1,18971,0,-0.18263
C1orf109,4,0.0010939,9.64E-05,0.005484,329,2,-0.27916,0.38819,0.57007,1,7888,1,-0.27916
ATP9B,4,0.0011018,9.69E-05,0.005484,330,3,-0.26404,0.085852,0.26734,1,2892,1,-0.26404
NUFIP1,4,0.0011022,9.69E-05,0.005484,331,2,-0.17803,0.41751,0.59731,1,8285,1,-0.17803
EP300,4,0.0011278,0.00010303,0.005484,332,4,-0.20017,0.99887,0.99994,1,18968,0,-0.20017
BRIX1,4,0.001133,0.00010303,0.005484,333,3,-0.30452,0.98036,0.99637,1,18428,0,-0.30452
CD36,4,0.0011378,0.00010303,0.005484,334,4,-0.19169,0.99886,0.99994,1,18967,0,-0.19169
PWP2,3,0.0011436,4.99E-05,0.003186,335,3,-0.30769,0.99886,0.99995,1,18965,0,-0.30769
EXOSC2,4,0.0011573,0.00010303,0.005484,336,2,-0.36429,0.92333,0.97792,1,17279,0,-0.36429
EWSR1,4,0.0011696,0.00010303,0.005484,337,4,-0.20637,0.99883,0.99994,1,18964,0,-0.20637
PCYT2,4,0.0011788,0.00010303,0.005484,338,3,-0.24175,0.99188,0.99889,1,18702,0,-0.24175
GOLGA6C,4,0.0011957,0.00010354,0.005484,339,4,-0.18473,0.9988,0.99994,1,18963,0,-0.18473
SMU1,4,0.0012287,0.00010354,0.005484,340,4,-0.34362,0.99877,0.99994,1,18962,0,-0.34362
PIK3CD,4,0.00123,0.00010354,0.005484,341,4,-0.32432,0.99877,0.99994,1,18961,0,-0.32432
DYNLRB1,4,0.0012326,0.00010354,0.005484,342,3,-0.35518,0.82862,0.9247,1,15416,0,-0.35518
LSM12,4,0.0012378,0.00010354,0.005484,343,2,-0.25758,0.98168,0.99654,1,18456,0,-0.25758
ATP6V1B2,3,0.0012437,5.39E-05,0.003412,344,2,-0.64587,0.98534,0.99731,1,18546,0,-0.64587
FAM122A,4,0.0012513,0.00010456,0.005484,345,3,-0.20717,0.98336,0.99673,1,18496,0,-0.20717
SIN3A,4,0.001283,0.00010456,0.005484,346,3,-0.23814,0.84563,0.93457,1,15757,0,-0.23814
TANGO6,4,0.0013188,0.00010456,0.005484,347,3,-0.38931,0.56287,0.71145,1,10503,1,-0.38931
UTP18,4,0.0013326,0.00010456,0.005484,348,3,-0.24167,0.99868,0.99994,1,18958,0,-0.24167
KLHL2,4,0.0013371,0.00010456,0.005484,349,2,-0.13353,0.020248,0.096364,1,1029,1,-0.13353
NUP43,4,0.0013648,0.00010456,0.005484,350,2,-0.3493,0.99698,0.99973,1,18880,0,-0.3493
RPS26,2,0.0013691,2.84E-05,0.002138,351,2,-0.49348,0.99863,0.99997,1,18956,0,-0.49348
ZNHIT6,4,0.0013858,0.00010456,0.005484,352,3,-0.42685,0.92088,0.97674,1,17228,0,-0.42685
LIAS,4,0.0014282,0.00010507,0.005484,353,2,-0.30592,0.97156,0.99488,1,18229,0,-0.30592
RPL17-C18orf32,4,0.0014295,0.00010507,0.005484,354,3,-0.24759,0.99791,0.99985,1,18919,0,-0.24759
YBX1,3,0.0014297,8.87E-05,0.005173,355,3,-0.2282,0.99857,0.99991,1,18953,0,-0.2282
C14orf80,4,0.0014356,0.00010507,0.005484,356,3,-0.26117,0.99761,0.99981,1,18903,0,-0.26117
RPS13,3,0.0014435,8.92E-05,0.005173,357,2,-0.55704,0.90966,0.96796,1,16997,0,-0.55704
PUF60,4,0.0014601,0.00010507,0.005484,358,3,-0.26856,0.9951,0.99944,1,18811,0,-0.26856
SMC1A,4,0.0014617,0.00010507,0.005484,359,2,-0.18337,0.88004,0.95933,1,16396,0,-0.18337
BUD31,3,0.0014624,8.92E-05,0.005173,360,3,-0.20286,0.99854,0.99991,1,18952,0,-0.20286
POLR2K,4,0.0014687,0.00010507,0.005484,361,3,-0.24664,0.99701,0.99974,1,18881,0,-0.24664
RPN2,3,0.00147,8.92E-05,0.005173,362,3,-0.54382,0.99853,0.99991,1,18951,0,-0.54382
SMN2,4,0.0014889,0.00010507,0.005484,363,3,-0.40777,0.73998,0.86793,1,13726,0,-0.40777
ZNRD1,4,0.0015003,0.00010507,0.005484,364,2,-0.3237,0.9517,0.98696,1,17828,0,-0.3237
NSA2,4,0.0015101,0.00010507,0.005484,365,3,-0.30971,0.98445,0.99706,1,18527,0,-0.30971
VPS52,4,0.0015173,0.00010507,0.005484,366,3,-0.25734,0.9961,0.99964,1,18844,0,-0.25734
DOCK2,4,0.0015268,0.00010507,0.005484,367,3,-0.30548,0.95394,0.98816,1,17871,0,-0.30548
CARM1,4,0.001562,0.00010507,0.005484,368,3,-0.29471,0.98444,0.99706,1,18526,0,-0.29471
CPSF1,4,0.0015766,0.00010507,0.005484,369,2,-0.31066,0.50587,0.66557,1,9573,1,-0.31066
AOC3,4,0.0015929,0.00010507,0.005484,370,3,-0.27184,0.77158,0.88799,1,14333,0,-0.27184
SARS,4,0.0015954,0.00010507,0.005484,371,3,-0.34427,0.56705,0.71145,1,10582,1,-0.34427
DHX8,3,0.0016234,0.00011019,0.005663,372,3,-0.28732,0.99838,0.99989,1,18946,0,-0.28732
VPS51,4,0.001637,0.00011121,0.005663,373,2,-0.27921,0.97591,0.99556,1,18333,0,-0.27921
XPO1,3,0.0016441,0.00011019,0.005663,374,3,-0.39248,0.99836,0.99989,1,18945,0,-0.39248
AGAP6,4,0.0016523,0.00011121,0.005663,375,2,-0.046015,0.0049959,0.02919,1,328,2,-0.046015
UBE2I,4,0.0016574,0.00011121,0.005663,376,2,-0.22451,0.68576,0.82316,1,12715,0,-0.22451
POLR1E,4,0.001665,0.00011121,0.005663,377,3,-0.33035,0.76846,0.88633,1,14280,0,-0.33035
WDR46,3,0.0017001,0.00014138,0.006352,378,2,-0.43097,0.074577,0.21382,1,2616,1,-0.43097
PRMT1,4,0.0017088,0.00011121,0.005663,379,3,-0.29757,0.29119,0.50243,1,6660,1,-0.29757
USF2,4,0.001717,0.00011172,0.005663,380,3,-0.25398,0.80431,0.91242,1,14941,0,-0.25398
CCND3,4,0.0017585,0.00011172,0.005663,381,3,-0.45112,0.91602,0.97425,1,17126,0,-0.45112
MED8,4,0.001769,0.00011172,0.005663,382,3,-0.20885,0.99848,0.99993,1,18947,0,-0.20885
TFRC,4,0.0017954,0.00011172,0.005663,383,2,-0.19569,0.65492,0.79412,1,12138,0,-0.19569
FAM120A,4,0.0018167,0.00011632,0.005771,384,3,-0.20733,0.9936,0.99917,1,18750,0,-0.20733
SLC25A3,4,0.0018583,0.00011632,0.005771,385,3,-0.35857,0.95624,0.98929,1,17912,0,-0.35857
E2F4,4,0.0018732,0.00011632,0.005771,386,2,-0.14661,0.76255,0.88391,1,14160,0,-0.14661
NXPE1,4,0.0018962,0.00011632,0.005771,387,3,-0.18039,0.99,0.99846,1,18656,0,-0.18039
UXT,3,0.0019028,0.00016745,0.00742,388,3,-0.21788,0.9981,0.99986,1,18931,0,-0.21788
LONP2,4,0.0019396,0.00011683,0.005771,389,3,-0.36327,0.86495,0.95159,1,16113,0,-0.36327
PDK3,4,0.0019415,0.00011683,0.005771,390,3,-0.29287,0.55187,0.69427,1,10308,1,-0.29287
PES1,4,0.0019629,0.00011683,0.005771,391,3,-0.19166,0.83196,0.92701,1,15485,0,-0.19166
MAK16,4,0.0019714,0.00011683,0.005771,392,3,-0.314,0.99088,0.99862,1,18677,0,-0.314
PIP4K2A,4,0.0019804,0.00011683,0.005771,393,2,-0.19261,0.025242,0.11609,1,1246,1,-0.19261
CELF5,4,0.0019859,0.00011683,0.005771,394,2,-0.27342,0.98393,0.99689,1,18508,0,-0.27342
C16orf62,4,0.0020195,0.00012553,0.006026,395,3,-0.34726,0.9646,0.992,1,18094,0,-0.34726
RPS24,3,0.002021,0.00021603,0.009076,396,3,-0.38119,0.99798,0.99981,1,18927,0,-0.38119
MEN1,4,0.0020252,0.00012553,0.006026,397,3,-0.33901,0.99646,0.99965,1,18861,0,-0.33901
ORAI1,4,0.0020562,0.00012553,0.006026,398,3,-0.26233,0.91631,0.97425,1,17132,0,-0.26233
TMX2,4,0.0020591,0.00012553,0.006026,399,2,-0.24554,0.081583,0.25661,1,2786,1,-0.24554
PFDN6,4,0.0020762,0.00012553,0.006026,400,3,-0.42304,0.99833,0.9999,1,18943,0,-0.42304
TIMM13,4,0.0020824,0.00012553,0.006026,401,3,-0.20614,0.99863,0.99994,1,18955,0,-0.20614
CDC42EP3,3,0.0020845,0.00021654,0.009076,402,3,-0.17372,0.99792,0.99981,1,18920,0,-0.17372
CNOT11,4,0.0020876,0.00012553,0.006026,403,2,-0.16828,0.67079,0.81087,1,12430,0,-0.16828
PRPF38B,3,0.0020896,0.00021654,0.009076,404,3,-0.3449,0.99791,0.99981,1,18918,0,-0.3449
TSEN34,4,0.0021105,0.00012553,0.006026,405,2,-0.32451,0.8464,0.9366,1,15778,0,-0.32451
SRSF10,4,0.0021275,0.00012553,0.006026,406,3,-0.19827,0.97564,0.99534,1,18326,0,-0.19827
ZNHIT3,4,0.0021612,0.00012604,0.006026,407,3,-0.30043,0.85743,0.94585,1,15981,0,-0.30043
CREBBP,4,0.0021943,0.00012604,0.006026,408,3,-0.35302,0.97173,0.99488,1,18237,0,-0.35302
FTL,3,0.002198,0.00023495,0.009805,409,3,-0.22558,0.9978,0.99979,1,18911,0,-0.22558
NOM1,3,0.0022263,0.00024159,0.010061,410,2,-0.46474,0.99144,0.99886,1,18690,0,-0.46474
C19orf54,4,0.0022288,0.00012604,0.006026,411,3,-0.27123,0.091665,0.27911,1,3021,1,-0.27123
RPL37,2,0.0022917,0.00012297,0.006026,412,2,-0.71942,0.99771,0.99988,1,18907,0,-0.71942
MST1L,4,0.0022935,0.00013013,0.006161,413,3,-0.27226,0.99746,0.99978,1,18894,0,-0.27226
UBA52,4,0.0023012,0.00013013,0.006161,414,2,-0.19455,0.7211,0.8522,1,13382,0,-0.19455
FAM185A,4,0.0023028,0.00013013,0.006161,415,3,-0.20316,0.62267,0.75853,1,11574,0,-0.20316
AARS,4,0.0023101,0.00013013,0.006161,416,3,-0.22565,0.99587,0.99959,1,18835,0,-0.22565
F8A1,4,0.0023352,0.00013831,0.006251,417,3,-0.30859,0.6125,0.74427,1,11373,1,-0.30859
PPAN,3,0.002344,0.00025029,0.010399,418,3,-0.27339,0.99766,0.99977,1,18906,0,-0.27339
THOC3,4,0.0023552,0.00013831,0.006251,419,3,-0.31371,0.41635,0.59731,1,8272,1,-0.31371
ERCC3,4,0.0023585,0.00013831,0.006251,420,2,-0.23036,0.92189,0.97724,1,17252,0,-0.23036
AQR,4,0.0024482,0.00013831,0.006251,421,3,-0.29796,0.99582,0.99959,1,18834,0,-0.29796
NAA50,4,0.0024492,0.00013831,0.006251,422,3,-0.30783,0.96,0.99057,1,17992,0,-0.30783
NSMCE4A,4,0.0024627,0.00013831,0.006251,423,2,-0.28503,0.67663,0.81881,1,12533,0,-0.28503
RPS8,2,0.0025032,0.00016848,0.007448,424,2,-0.55424,0.9975,0.99983,1,18897,0,-0.55424
ABCB9,4,0.0025037,0.00013831,0.006251,425,3,-0.27064,0.66541,0.80734,1,12331,0,-0.27064
SDE2,3,0.0025049,0.0002508,0.010399,426,3,-0.32743,0.9975,0.99977,1,18896,0,-0.32743
U2AF1,4,0.0025125,0.00013882,0.006251,427,3,-0.28505,0.99526,0.99945,1,18812,0,-0.28505
FDX1L,4,0.0025247,0.00013882,0.006251,428,3,-0.48325,0.95098,0.98681,1,17820,0,-0.48325
SEC63,4,0.0025381,0.00013882,0.006251,429,3,-0.30849,0.99354,0.99917,1,18747,0,-0.30849
NOL12,4,0.0025407,0.00013882,0.006251,430,2,-0.23742,0.61553,0.74716,1,11433,1,-0.23742
NOL7,4,0.0025439,0.00013882,0.006251,431,3,-0.46452,0.72302,0.85515,1,13417,0,-0.46452
GBF1,4,0.0025468,0.00013882,0.006251,432,3,-0.27106,0.939,0.98295,1,17595,0,-0.27106
RPS23,4,0.0025568,0.00013882,0.006251,433,3,-0.24604,0.92215,0.97745,1,17257,0,-0.24604
OXA1L,4,0.0025702,0.00013882,0.006251,434,3,-0.25234,0.94651,0.98616,1,17738,0,-0.25234
CCDC59,4,0.0025754,0.00013882,0.006251,435,2,-0.2146,0.8261,0.9247,1,15362,0,-0.2146
VPS39,4,0.0026103,0.00013882,0.006251,436,2,-0.15045,0.47397,0.6458,1,9116,1,-0.15045
CD27,4,0.002623,0.00013882,0.006251,437,3,-0.31479,0.96334,0.99146,1,18064,0,-0.31479
PDPK1,4,0.0026263,0.00013882,0.006251,438,2,-0.34222,0.99763,0.99982,1,18904,0,-0.34222
TM9SF4,4,0.0026287,0.00013882,0.006251,439,3,-0.25026,0.98621,0.99757,1,18559,0,-0.25026
CDT1,4,0.0026697,0.00013882,0.006251,440,3,-0.24209,0.76413,0.88391,1,14192,0,-0.24209
ZNF626,3,0.0027332,0.00027636,0.010899,441,3,-0.37451,0.99727,0.99975,1,18889,0,-0.37451
ZDHHC6,4,0.0027393,0.00014496,0.00649,442,3,-0.23316,0.99703,0.99974,1,18882,0,-0.23316
KRTAP5-1,4,0.0027634,0.00014547,0.00649,443,3,-0.27392,0.98121,0.99649,1,18444,0,-0.27392
SLC10A3,4,0.0028016,0.00014547,0.00649,444,2,-0.23054,0.86529,0.95159,1,16121,0,-0.23054
ENTPD8,4,0.0028462,0.00015365,0.006824,445,3,-0.29151,0.98999,0.99846,1,18654,0,-0.29151
EMC7,4,0.0028545,0.00015365,0.006824,446,3,-0.29969,0.79786,0.90771,1,14822,0,-0.29969
DCTN2,4,0.0028881,0.00017154,0.007504,447,3,-0.21327,0.92363,0.97815,1,17285,0,-0.21327
SACM1L,4,0.0028912,0.00017154,0.007504,448,2,-0.25289,0.94302,0.98445,1,17672,0,-0.25289
STYX,4,0.002905,0.00017154,0.007504,449,3,-0.27971,0.86274,0.95032,1,16077,0,-0.27971
PSTK,4,0.0029305,0.00017154,0.007504,450,3,-0.14669,0.99357,0.99917,1,18749,0,-0.14669
TAAR1,4,0.0029696,0.00017206,0.007504,451,3,-0.27551,0.95962,0.98993,1,17981,0,-0.27551
MDN1,3,0.0029772,0.00031573,0.011601,452,2,-0.34462,0.97102,0.99311,1,18218,0,-0.34462
RAPGEF5,4,0.0029868,0.00017206,0.007504,453,3,-0.24116,0.90539,0.96983,1,16909,0,-0.24116
STAG2,4,0.0030541,0.00018177,0.007879,454,3,-0.26261,0.92586,0.97907,1,17328,0,-0.26261
SLC8B1,4,0.0030675,0.00018228,0.007879,455,3,-0.27536,0.22532,0.45497,1,5969,1,-0.27536
PDCD11,4,0.0030747,0.00018228,0.007879,456,2,-0.30454,0.99541,0.99948,1,18819,0,-0.30454
TAF12,4,0.0030782,0.00018228,0.007879,457,2,-0.28633,0.9034,0.96895,1,16866,0,-0.28633
TRERF1,4,0.0030989,0.00019302,0.008324,458,3,-0.25664,0.99692,0.99973,1,18876,0,-0.25664
YRDC,4,0.0031024,0.00019353,0.008328,459,2,-0.3089,0.80603,0.91242,1,14974,0,-0.3089
CAMLG,4,0.0031077,0.0002104,0.008898,460,3,-0.21631,0.96741,0.99293,1,18149,0,-0.21631
FBXL20,4,0.0031197,0.0002104,0.008898,461,3,-0.21756,0.59884,0.73854,1,11130,1,-0.21756
PSMB8,4,0.003158,0.0002104,0.008898,462,2,-0.21448,0.78691,0.89937,1,14606,0,-0.21448
TBCE,4,0.0031755,0.0002104,0.008898,463,2,-0.2718,0.97635,0.99556,1,18346,0,-0.2718
CDR2L,3,0.0031766,0.000328,0.011961,464,2,-0.40166,0.18016,0.3399,1,5223,1,-0.40166
PDRG1,4,0.0032071,0.0002104,0.008898,465,2,-0.17804,0.81573,0.91812,1,15171,0,-0.17804
DDX6,4,0.0032389,0.00021092,0.008898,466,2,-0.24905,0.91153,0.97211,1,17037,0,-0.24905
CMIP,4,0.0032601,0.00021092,0.008898,467,3,-0.26565,0.54642,0.68998,1,10212,1,-0.26565
NOC3L,4,0.0032722,0.00021092,0.008898,468,3,-0.26379,0.99803,0.99988,1,18929,0,-0.26379
JAK3,3,0.0032799,0.00034334,0.012474,469,2,-0.47308,0.94612,0.98431,1,17729,0,-0.47308
C20orf203,4,0.00331,0.00021092,0.008898,470,2,-0.28272,0.97611,0.99556,1,18338,0,-0.28272
TMEM258,4,0.00333,0.00023239,0.009719,471,3,-0.3244,0.9736,0.99519,1,18281,0,-0.3244
ADSL,4,0.0033746,0.00026563,0.010517,472,2,-0.19391,0.1133,0.30536,1,3559,1,-0.19391
PSMA3,4,0.0034179,0.00026563,0.010517,473,3,-0.27201,0.84054,0.93196,1,15646,0,-0.27201
NAMPT,4,0.0034289,0.00026563,0.010517,474,2,-0.2164,0.84546,0.93457,1,15755,0,-0.2164
KAT7,3,0.0034548,0.00037607,0.013186,475,2,-0.37255,0.91278,0.96976,1,17064,0,-0.37255
